trial,timestep,drone_id,pkg_id,actual_delivery_time,on_time,deadline,depot_lat,depot_lon,delivery_lat,delivery_lon
,46.0,dn10,pkg34,46,False,45.0,37.78929,-122.426797,37.77833983331345,-122.42452555783068
,47.0,dn8,pkg38,47.0,True,52.0,37.718779,-122.462401,37.719682351661746,-122.47178138734303
,50.0,dn13,pkg40,50.0,True,55.0,37.739611,-122.492203,37.75104478533977,-122.4992617947086
,56.0,dn4,pkg39,56,True,57.0,37.751751,-122.410654,37.734875269836024,-122.43070386345627
,60.0,dn2,pkg43,60.0,True,65.0,37.774524,-122.473656,37.7585575607781,-122.50435305315163
,62.0,dn12,pkg41,62,False,58.0,37.78929,-122.426797,37.78187120859867,-122.39514687661156
,63.0,dn11,pkg37,63,False,56.0,37.78929,-122.426797,37.782319392081824,-122.40925858144016
,67.0,dn3,pkg45,67,True,73.0,37.774524,-122.473656,37.76978160206209,-122.46607168237301
,69.0,dn5,pkg44,69,True,71.0,37.751751,-122.410654,37.75909712216519,-122.40104676787028
,70.0,dn10,pkg47,70,True,80.0,37.78929,-122.426797,37.78112364947348,-122.44380818273119
,71.0,dn2,pkg48,71,True,79.0,37.774524,-122.473656,37.75978904236926,-122.48698809190846
,72.0,dn7,pkg46,72,True,74.0,37.718779,-122.462401,37.75032821994479,-122.43161343679205
,74.0,dn6,pkg42,74,False,68.0,37.751751,-122.410654,37.719693850997146,-122.41063126447956
,76.0,dn1,pkg50,76.0,True,82.0,37.774524,-122.473656,37.74430022738946,-122.45162146410243
,82.0,dn9,pkg53,82.0,True,92.0,37.718779,-122.462401,37.72458575064222,-122.47916515210005
,83.0,dn13,pkg54,83.0,True,88.0,37.739611,-122.492203,37.73668931995107,-122.47915585510064
,86.0,dn14,pkg55,86.0,True,95.0,37.739611,-122.492203,37.71484081437386,-122.47102654006494
,87.0,dn8,pkg52,87,False,85.0,37.718779,-122.462401,37.72039364743399,-122.40584078665051
,90.0,dn1,pkg59,90.0,True,97.0,37.774524,-122.473656,37.7447275126848,-122.50178244204623
,93.0,dn9,pkg61,93.0,True,102.0,37.718779,-122.462401,37.74211794435576,-122.4820159765975
,96.0,dn7,pkg58,96,True,96.0,37.718779,-122.462401,37.72258277035883,-122.41829824918135
,97.0,dn2,pkg57,97,False,92.0,37.774524,-122.473656,37.792742293040675,-122.48051768889053
,99.0,dn4,pkg49,99,False,80.0,37.751751,-122.410654,37.72895714382325,-122.39412444414577
,99.0,dn5,pkg56,99,False,91.0,37.751751,-122.410654,37.72093916037311,-122.43539568760424
,6.0,dn9,pkg18,6,True,12.0,37.718779,-122.462401,37.70918311576139,-122.42432226351642
,6.0,dn14,pkg21,6.0,True,15.0,37.739611,-122.492203,37.74509547084106,-122.4697182276223
,7.0,dn3,pkg6,7.0,True,12.0,37.774524,-122.473656,37.7463979790309,-122.49543064095866
,9.0,dn7,pkg12,9,True,14.0,37.718779,-122.462401,37.71583817206559,-122.46757826255187
,10.0,dn10,pkg10,10,True,12.0,37.78929,-122.426797,37.78936028837618,-122.43191937472373
,10.0,dn13,pkg3,10.0,True,15.0,37.739611,-122.492203,37.74201868404937,-122.49123242355445
,11.0,dn1,pkg7,11,True,13.0,37.774524,-122.473656,37.77503451747344,-122.46220792912972
,12.0,dn5,pkg8,12,True,16.0,37.751751,-122.410654,37.73554886171999,-122.41290884531966
,12.0,dn15,pkg14,12,True,15.0,37.739611,-122.492203,37.78443314941637,-122.49719324341018
,13.0,dn14,pkg24,13,True,17.0,37.739611,-122.492203,37.742839132447955,-122.48203467209564
,14.0,dn8,pkg4,14,True,14.0,37.718779,-122.462401,37.72092478397913,-122.43222609930498
,16.0,dn6,pkg1,16,False,15.0,37.751751,-122.410654,37.77159588238501,-122.42195252429262
,17.0,dn13,pkg26,17.0,True,27.0,37.739611,-122.492203,37.72705316828922,-122.48223680746668
,18.0,dn2,pkg19,18,False,13.0,37.774524,-122.473656,37.78923052603019,-122.46011279801603
,20.0,dn14,pkg28,20.0,True,28.0,37.739611,-122.492203,37.74949316703299,-122.49522656949178
,21.0,dn4,pkg13,21,False,11.0,37.751751,-122.410654,37.75041829224145,-122.41303005682548
,22.0,dn12,pkg22,22,False,15.0,37.78929,-122.426797,37.77112190363982,-122.43110882855385
,24.0,dn11,pkg16,24,False,15.0,37.78929,-122.426797,37.79430230564325,-122.415000682398
,24.0,dn3,pkg5,24,False,17.0,37.774524,-122.473656,37.79314528889718,-122.49229592238481
,26.0,dn9,pkg25,26,False,22.0,37.718779,-122.462401,37.71685759603349,-122.45287471235478
,27.0,dn1,pkg27,27,False,24.0,37.774524,-122.473656,37.785712412901745,-122.50086036318653
,29.0,dn13,pkg34,29.0,True,38.0,37.739611,-122.492203,37.733233513877224,-122.47989688689874
,30.0,dn5,pkg32,30,True,32.0,37.751751,-122.410654,37.75080266028971,-122.42715337348432
,31.0,dn7,pkg30,31,False,28.0,37.718779,-122.462401,37.752403276559846,-122.45176629641499
,31.0,dn14,pkg35,31.0,True,36.0,37.739611,-122.492203,37.738293417981,-122.50103612561132
,37.0,dn10,pkg31,37,False,30.0,37.78929,-122.426797,37.771081049138694,-122.40540704115793
,38.0,dn1,pkg38,38,True,42.0,37.774524,-122.473656,37.780706009768124,-122.46531764152392
,40.0,dn14,pkg41,40.0,True,49.0,37.739611,-122.492203,37.756760958103996,-122.48552113556273
,43.0,dn6,pkg36,43,False,41.0,37.751751,-122.410654,37.71688984322046,-122.42320848423843
,44.0,dn15,pkg39,44,True,47.0,37.739611,-122.492203,37.784477592313515,-122.49166074325788
,45.0,dn8,pkg29,45,False,30.0,37.718779,-122.462401,37.71377539217756,-122.42341740780029
,46.0,dn5,pkg43,46.0,True,55.0,37.751751,-122.410654,37.72795960978922,-122.41571630484607
,48.0,dn13,pkg40,48,True,49.0,37.739611,-122.492203,37.77114713432735,-122.4614106687955
,48.0,dn3,pkg42,48.0,True,58.0,37.774524,-122.473656,37.7898756587721,-122.45299214833273
,49.0,dn7,pkg46,49.0,True,57.0,37.718779,-122.462401,37.73277533722936,-122.50572858727521
,52.0,dn2,pkg37,52,False,41.0,37.774524,-122.473656,37.79097427987298,-122.49405766273273
,55.0,dn9,pkg49,55.0,True,60.0,37.718779,-122.462401,37.74898967026215,-122.50437577018535
,56.0,dn4,pkg45,56,True,59.0,37.751751,-122.410654,37.74367109419039,-122.39433668659127
,57.0,dn1,pkg44,57,False,54.0,37.774524,-122.473656,37.79359383335093,-122.45039742599094
,58.0,dn11,pkg48,58,False,56.0,37.78929,-122.426797,37.76055630060739,-122.43134963964809
,65.0,dn12,pkg47,65,False,62.0,37.78929,-122.426797,37.777647939945886,-122.44342027339455
,67.0,dn5,pkg50,67,False,65.0,37.751751,-122.410654,37.76011697018966,-122.41000940714748
,70.0,dn3,pkg53,70.0,True,78.0,37.774524,-122.473656,37.735319759348265,-122.49382021963288
,71.0,dn6,pkg51,71,True,72.0,37.751751,-122.410654,37.70902497629307,-122.40700252679234
,71.0,dn7,pkg54,71.0,True,80.0,37.718779,-122.462401,37.755725868549895,-122.47469867096243
,71.0,dn13,pkg57,71.0,True,78.0,37.739611,-122.492203,37.7538261391316,-122.50612175207685
,74.0,dn10,pkg52,74,False,72.0,37.78929,-122.426797,37.76437681609236,-122.40722028384552
,75.0,dn8,pkg55,75,True,82.0,37.718779,-122.462401,37.707655622791385,-122.49518520742753
,76.0,dn2,pkg56,76,True,76.0,37.774524,-122.473656,37.79210823342042,-122.48112947354527
,77.0,dn11,pkg59,77,True,81.0,37.78929,-122.426797,37.7735393881311,-122.47950928056986
,80.0,dn9,pkg58,80,False,78.0,37.718779,-122.462401,37.74769839520275,-122.427085625745
,81.0,dn3,pkg61,81,True,85.0,37.774524,-122.473656,37.777707980532405,-122.47186328614048
,83.0,dn1,pkg60,83,True,86.0,37.774524,-122.473656,37.79178529927149,-122.48105123855669
,85.0,dn4,pkg62,85,True,91.0,37.751751,-122.410654,37.75593103720798,-122.40724492773684
,87.0,dn7,pkg63,87.0,True,95.0,37.718779,-122.462401,37.72773375747851,-122.46847496243697
,97.0,dn5,pkg65,97,False,95.0,37.751751,-122.410654,37.77443632394533,-122.42435062636555
,5.0,dn1,pkg22,5,True,13.0,37.774524,-122.473656,37.774742127705686,-122.46745833885923
,6.0,dn7,pkg14,6.0,True,11.0,37.718779,-122.462401,37.71778131349612,-122.45989086317336
,6.0,dn13,pkg19,6.0,True,15.0,37.739611,-122.492203,37.74003137728436,-122.4828836995427
,7.0,dn2,pkg4,7,True,13.0,37.774524,-122.473656,37.778925374100226,-122.44999455655672
,7.0,dn8,pkg2,7.0,True,13.0,37.718779,-122.462401,37.74329748120989,-122.45650882478492
,7.0,dn12,pkg13,7.0,True,15.0,37.78929,-122.426797,37.75088980897287,-122.44800370663796
,8.0,dn4,pkg6,8,True,11.0,37.751751,-122.410654,37.76143419198821,-122.40055159399773
,8.0,dn14,pkg3,8.0,True,15.0,37.739611,-122.492203,37.747598312751165,-122.48188228213408
,9.0,dn15,pkg8,9.0,True,19.0,37.739611,-122.492203,37.711406662456135,-122.49122391078077
,10.0,dn3,pkg9,10.0,True,15.0,37.774524,-122.473656,37.76858028008729,-122.49208917219278
,10.0,dn6,pkg10,10,True,12.0,37.751751,-122.410654,37.7757571104918,-122.41082615771563
,10.0,dn9,pkg17,10,True,12.0,37.718779,-122.462401,37.74969705061384,-122.44624442234166
,16.0,dn13,pkg24,16,True,18.0,37.739611,-122.492203,37.75541639516789,-122.48324834592665
,17.0,dn1,pkg26,17,True,22.0,37.774524,-122.473656,37.757727314588536,-122.46771549119336
,17.0,dn7,pkg20,17,True,18.0,37.718779,-122.462401,37.71364435525653,-122.45903950149436
,18.0,dn5,pkg16,18,False,10.0,37.751751,-122.410654,37.73419174800065,-122.4203961097804
,20.0,dn14,pkg27,20,True,20.0,37.739611,-122.492203,37.717130727950206,-122.45446625346658
,21.0,dn11,pkg12,21,False,15.0,37.78929,-122.426797,37.77872005697517,-122.43647411482381
,21.0,dn15,pkg29,21.0,True,30.0,37.739611,-122.492203,37.75851193080886,-122.49123844338656
,21.0,dn2,pkg31,21,True,26.0,37.774524,-122.473656,37.75477599989071,-122.4517304531699
,22.0,dn8,pkg11,22,False,15.0,37.718779,-122.462401,37.73710857556294,-122.43665249037886
,24.0,dn4,pkg21,24,False,17.0,37.751751,-122.410654,37.738271861991166,-122.42882965387165
,25.0,dn3,pkg28,25,True,26.0,37.774524,-122.473656,37.77654648432146,-122.49455759585936
,26.0,dn10,pkg5,26,False,12.0,37.78929,-122.426797,37.77957065718616,-122.39513856049692
,30.0,dn12,pkg23,30,False,19.0,37.78929,-122.426797,37.7943412449989,-122.43224186549504
,40.0,dn1,pkg35,40.0,True,47.0,37.774524,-122.473656,37.76280945378154,-122.50428687130184
,40.0,dn2,pkg36,40,True,48.0,37.774524,-122.473656,37.736360502960366,-122.47116894180311
,41.0,dn4,pkg33,41,False,38.0,37.751751,-122.410654,37.74237748224704,-122.40243286722713
,43.0,dn7,pkg38,43.0,True,50.0,37.718779,-122.462401,37.72679953003812,-122.48256190151153
,44.0,dn6,pkg25,44,False,22.0,37.751751,-122.410654,37.775820237078904,-122.40215198021181
,44.0,dn9,pkg34,44,False,36.0,37.718779,-122.462401,37.71592140839079,-122.40664266743599
,49.0,dn3,pkg39,49,True,53.0,37.774524,-122.473656,37.78916976067667,-122.46543605935491
,50.0,dn8,pkg41,50.0,True,59.0,37.718779,-122.462401,37.73895999686024,-122.42886367215064
,51.0,dn14,pkg43,51.0,True,61.0,37.739611,-122.492203,37.7360113576398,-122.48217415187914
,52.0,dn13,pkg42,52,True,57.0,37.739611,-122.492203,37.70768841942812,-122.4595434539398
,54.0,dn15,pkg44,54.0,True,64.0,37.739611,-122.492203,37.72499889062993,-122.49790039278736
,59.0,dn7,pkg46,59.0,True,66.0,37.718779,-122.462401,37.72917915644886,-122.4488615695659
,61.0,dn5,pkg37,61,False,48.0,37.751751,-122.410654,37.762955749891866,-122.42117624023226
,66.0,dn2,pkg49,66,True,75.0,37.774524,-122.473656,37.7791203005142,-122.49138964032323
,68.0,dn11,pkg45,68,False,60.0,37.78929,-122.426797,37.79496598035244,-122.41951240111312
,71.0,dn14,pkg51,71,True,77.0,37.739611,-122.492203,37.7757125271314,-122.50545286278752
,73.0,dn1,pkg47,73,False,68.0,37.774524,-122.473656,37.77998152923249,-122.42748830673983
,74.0,dn3,pkg52,74,True,76.0,37.774524,-122.473656,37.765110026133016,-122.43992778465534
,75.0,dn7,pkg53,75.0,True,83.0,37.718779,-122.462401,37.754282908749325,-122.46789912199722
,76.0,dn4,pkg40,76,False,52.0,37.751751,-122.410654,37.709868113789014,-122.40431874590999
,78.0,dn8,pkg48,78,False,71.0,37.718779,-122.462401,37.743040943883365,-122.4170872479857
,82.0,dn9,pkg56,82,True,83.0,37.718779,-122.462401,37.70707471752439,-122.45389575798029
,83.0,dn6,pkg50,83,False,70.0,37.751751,-122.410654,37.72267183099178,-122.39935553535604
,84.0,dn2,pkg58,84.0,True,89.0,37.774524,-122.473656,37.76692753738167,-122.47346362670206
,85.0,dn10,pkg54,85,False,82.0,37.78929,-122.426797,37.783931021034896,-122.4599604222508
,85.0,dn13,pkg59,85,True,89.0,37.739611,-122.492203,37.7212964234741,-122.4628156797022
,86.0,dn12,pkg55,86,True,87.0,37.78929,-122.426797,37.776025173739846,-122.45345466867848
,90.0,dn14,pkg63,90,True,92.0,37.739611,-122.492203,37.764671744802655,-122.46210275475744
,93.0,dn15,pkg61,93,True,98.0,37.739611,-122.492203,37.75764536826716,-122.45048964225825
,95.0,dn11,pkg64,95,True,97.0,37.78929,-122.426797,37.75768273413897,-122.41086243540707
,96.0,dn3,pkg62,96,True,99.0,37.774524,-122.473656,37.77628647643124,-122.44204621545427
,100.0,dn7,pkg57,100,False,89.0,37.718779,-122.462401,37.711646906591774,-122.40940319217668
,7.0,dn14,pkg9,7,True,16.0,37.739611,-122.492203,37.78159304103659,-122.50164732180504
,9.0,dn2,pkg18,9,True,13.0,37.774524,-122.473656,37.79039904821809,-122.50145795649406
,9.0,dn3,pkg5,9.0,True,16.0,37.774524,-122.473656,37.75472150032017,-122.47269998150877
,9.0,dn7,pkg1,9,True,14.0,37.718779,-122.462401,37.73368863953734,-122.4457612412176
,9.0,dn8,pkg3,9,True,14.0,37.718779,-122.462401,37.74478347107244,-122.46616452304461
,9.0,dn13,pkg14,9.0,True,18.0,37.739611,-122.492203,37.720741592476415,-122.48057736492007
,10.0,dn1,pkg2,10,True,12.0,37.774524,-122.473656,37.76910506267447,-122.49315264793154
,10.0,dn4,pkg10,10,True,12.0,37.751751,-122.410654,37.7679653724809,-122.42329059939296
,10.0,dn9,pkg13,10.0,True,15.0,37.718779,-122.462401,37.73756339829528,-122.48964492587639
,10.0,dn15,pkg24,10.0,True,19.0,37.739611,-122.492203,37.76827644699705,-122.46936355878601
,14.0,dn11,pkg7,14,True,15.0,37.78929,-122.426797,37.789531117212604,-122.45426407299499
,16.0,dn5,pkg6,16,False,15.0,37.751751,-122.410654,37.74396057513483,-122.41758215427755
,18.0,dn9,pkg25,18,False,15.0,37.718779,-122.462401,37.72390762139537,-122.49489772794719
,22.0,dn13,pkg28,22,True,24.0,37.739611,-122.492203,37.78409020983219,-122.48645762686316
,23.0,dn6,pkg4,23,False,17.0,37.751751,-122.410654,37.740175042848264,-122.39792802456377
,23.0,dn12,pkg8,23,False,17.0,37.78929,-122.426797,37.79253871800064,-122.40908401908744
,23.0,dn14,pkg30,23,True,29.0,37.739611,-122.492203,37.77327451838973,-122.49555486895788
,24.0,dn15,pkg31,24.0,True,32.0,37.739611,-122.492203,37.75448246916989,-122.5028553367981
,25.0,dn8,pkg32,25.0,True,32.0,37.718779,-122.462401,37.7452921397402,-122.4168567334538
,26.0,dn1,pkg34,26.0,True,34.0,37.774524,-122.473656,37.758469537260495,-122.47459795901713
,27.0,dn10,pkg21,27,False,13.0,37.78929,-122.426797,37.795556583917794,-122.42072658664469
,31.0,dn7,pkg29,31,False,28.0,37.718779,-122.462401,37.71346424204418,-122.43196436854412
,35.0,dn3,pkg23,35,False,16.0,37.774524,-122.473656,37.78273004256062,-122.45589220308274
,36.0,dn9,pkg35,36,True,40.0,37.718779,-122.462401,37.73239130293199,-122.44418472708611
,41.0,dn2,pkg16,41,False,19.0,37.774524,-122.473656,37.78252564119759,-122.4377858361566
,42.0,dn4,pkg26,42,False,25.0,37.751751,-122.410654,37.76307806216274,-122.40919694758676
,46.0,dn1,pkg37,46,False,44.0,37.774524,-122.473656,37.76969633641976,-122.4167799439625
,48.0,dn11,pkg33,48,False,36.0,37.78929,-122.426797,37.77667100589545,-122.39434614535982
,49.0,dn5,pkg38,49,False,46.0,37.751751,-122.410654,37.71585688488087,-122.43122281424259
,53.0,dn13,pkg42,53,False,52.0,37.739611,-122.492203,37.70983433173856,-122.4678266656296
,54.0,dn8,pkg36,54,False,41.0,37.718779,-122.462401,37.72833407956356,-122.4102968202327
,54.0,dn14,pkg45,54.0,True,62.0,37.739611,-122.492203,37.71325763129964,-122.4582182566691
,55.0,dn15,pkg46,55.0,True,61.0,37.739611,-122.492203,37.752354368269515,-122.44140209118156
,56.0,dn6,pkg40,56,False,51.0,37.751751,-122.410654,37.7872402231502,-122.43838435115063
,57.0,dn7,pkg44,57,True,62.0,37.718779,-122.462401,37.715565249931416,-122.44790945438419
,66.0,dn12,pkg39,66,False,49.0,37.78929,-122.426797,37.79378086716288,-122.46652532562699
,66.0,dn14,pkg50,66,True,70.0,37.739611,-122.492203,37.778041600704384,-122.49898359148456
,69.0,dn15,pkg55,69,True,72.0,37.739611,-122.492203,37.772155581426844,-122.50142183596508
,72.0,dn3,pkg48,72,False,66.0,37.774524,-122.473656,37.78722935924753,-122.4837938781217
,74.0,dn9,pkg43,74,False,58.0,37.718779,-122.462401,37.708837096419266,-122.40942642518405
,75.0,dn2,pkg52,75,True,75.0,37.774524,-122.473656,37.76942872543764,-122.44106045586886
,75.0,dn13,pkg58,75,True,82.0,37.739611,-122.492203,37.71102707442555,-122.46500585877844
,76.0,dn1,pkg47,76,False,68.0,37.774524,-122.473656,37.77815243138594,-122.46073062082974
,77.0,dn10,pkg41,77,False,56.0,37.78929,-122.426797,37.78591283109778,-122.41165183858809
,77.0,dn7,pkg60,77.0,True,85.0,37.718779,-122.462401,37.72711661434948,-122.46693368833085
,83.0,dn14,pkg62,83.0,True,92.0,37.739611,-122.492203,37.76505706089838,-122.4607305333702
,84.0,dn5,pkg51,84,False,69.0,37.751751,-122.410654,37.74507858261452,-122.41979477751003
,85.0,dn11,pkg57,85,False,81.0,37.78929,-122.426797,37.77949020505674,-122.4476037681729
,87.0,dn15,pkg64,87,True,94.0,37.739611,-122.492203,37.70852387261939,-122.48626201905105
,87.0,dn8,pkg59,87,False,84.0,37.718779,-122.462401,37.725409836390945,-122.41608416106229
,91.0,dn4,pkg49,91,False,68.0,37.751751,-122.410654,37.74702002981317,-122.3945546605601
,94.0,dn6,pkg53,94,False,72.0,37.751751,-122.410654,37.74511717078441,-122.40044083636985
,97.0,dn7,pkg66,97,False,94.0,37.718779,-122.462401,37.72317103860303,-122.43556205877083
,100.0,dn13,pkg70,100,True,106.0,37.739611,-122.492203,37.71605209797141,-122.45499030547765
,6.0,dn14,pkg21,6.0,True,14.0,37.739611,-122.492203,37.7330289322468,-122.46352917013486
,7.0,dn7,pkg14,7.0,True,12.0,37.718779,-122.462401,37.71426779551289,-122.46401872632428
,7.0,dn13,pkg4,7.0,True,16.0,37.739611,-122.492203,37.74522824171157,-122.49217961692882
,9.0,dn15,pkg1,9.0,True,18.0,37.739611,-122.492203,37.72568462518432,-122.47649862735935
,10.0,dn2,pkg17,10,True,14.0,37.774524,-122.473656,37.76191786505172,-122.46157480081878
,10.0,dn9,pkg9,10.0,True,15.0,37.718779,-122.462401,37.72179710793459,-122.45657663381459
,11.0,dn8,pkg8,11,True,14.0,37.718779,-122.462401,37.71693621638182,-122.47468879551327
,12.0,dn6,pkg16,12,True,14.0,37.751751,-122.410654,37.76727424641796,-122.42594620339749
,12.0,dn13,pkg27,12,True,17.0,37.739611,-122.492203,37.75348122030252,-122.48468005636511
,13.0,dn12,pkg2,13,True,16.0,37.78929,-122.426797,37.79072769473516,-122.43676080878335
,16.0,dn11,pkg22,16,True,16.0,37.78929,-122.426797,37.7899594895109,-122.42663757722624
,17.0,dn3,pkg11,17,False,13.0,37.774524,-122.473656,37.75793930779207,-122.42834872409462
,17.0,dn14,pkg24,17,False,16.0,37.739611,-122.492203,37.71701183806682,-122.49524888798052
,18.0,dn1,pkg13,18,False,12.0,37.774524,-122.473656,37.788145087561404,-122.49083299121864
,19.0,dn7,pkg25,19,False,17.0,37.718779,-122.462401,37.71763404497449,-122.48215052091567
,20.0,dn4,pkg7,20,False,12.0,37.751751,-122.410654,37.72302011430957,-122.4117929627353
,20.0,dn13,pkg10,20,True,20.0,37.739611,-122.492203,37.76342665061588,-122.50120439675896
,20.0,dn15,pkg30,20,True,26.0,37.739611,-122.492203,37.753951632223796,-122.46335019313733
,21.0,dn5,pkg15,21,False,14.0,37.751751,-122.410654,37.73238845953787,-122.409674650568
,24.0,dn10,pkg3,24,False,15.0,37.78929,-122.426797,37.79101695238778,-122.42874706553637
,25.0,dn9,pkg26,25,False,17.0,37.718779,-122.462401,37.75570358003932,-122.44423577605644
,25.0,dn14,pkg33,25,True,34.0,37.739611,-122.492203,37.73589644116699,-122.48982623237713
,26.0,dn15,pkg32,26.0,True,32.0,37.739611,-122.492203,37.75387847228832,-122.48855953300092
,29.0,dn2,pkg28,29,False,25.0,37.774524,-122.473656,37.7676935375918,-122.43230675684518
,34.0,dn7,pkg37,34.0,True,43.0,37.718779,-122.462401,37.72690846412761,-122.49300705562686
,36.0,dn8,pkg31,36,False,26.0,37.718779,-122.462401,37.72653073558682,-122.4125714219292
,39.0,dn13,pkg39,39.0,True,48.0,37.739611,-122.492203,37.74702296332106,-122.50317482703437
,41.0,dn11,pkg35,41,True,42.0,37.78929,-122.426797,37.78240514738953,-122.4567600245829
,44.0,dn12,pkg36,44,False,40.0,37.78929,-122.426797,37.796210012830414,-122.42439002467592
,48.0,dn4,pkg40,48,True,53.0,37.751751,-122.410654,37.773803365471394,-122.39990990196601
,50.0,dn6,pkg38,50,False,45.0,37.751751,-122.410654,37.75276956430569,-122.41856797932444
,50.0,dn1,pkg42,50,True,58.0,37.774524,-122.473656,37.76929141703241,-122.47312503453432
,50.0,dn7,pkg44,50.0,True,57.0,37.718779,-122.462401,37.70963325720005,-122.47502121923092
,51.0,dn2,pkg43,51.0,True,57.0,37.774524,-122.473656,37.741253080611095,-122.4827347975003
,56.0,dn9,pkg45,56,True,60.0,37.718779,-122.462401,37.72194789973419,-122.41961773461429
,56.0,dn8,pkg49,56.0,True,66.0,37.718779,-122.462401,37.748412332352025,-122.4860645854969
,57.0,dn13,pkg48,57,True,65.0,37.739611,-122.492203,37.70759882913392,-122.45228626641733
,59.0,dn3,pkg46,59,True,59.0,37.774524,-122.473656,37.79592319843509,-122.43576947421819
,60.0,dn5,pkg41,60,False,54.0,37.751751,-122.410654,37.71453628024787,-122.40331673123902
,69.0,dn7,pkg53,69,True,74.0,37.718779,-122.462401,37.7175200463574,-122.46643299035472
,71.0,dn4,pkg50,71,False,69.0,37.751751,-122.410654,37.72356998534678,-122.43098646311873
,71.0,dn1,pkg55,71.0,True,81.0,37.774524,-122.473656,37.77621931834349,-122.47208428867415
,76.0,dn11,pkg51,76,False,66.0,37.78929,-122.426797,37.74534822650688,-122.41516976848192
,78.0,dn2,pkg56,78,True,82.0,37.774524,-122.473656,37.793661631342836,-122.4695867192191
,79.0,dn13,pkg57,79.0,True,87.0,37.739611,-122.492203,37.774053345995604,-122.47929852033296
,80.0,dn10,pkg47,80,False,63.0,37.78929,-122.426797,37.79455221820103,-122.39506893090883
,82.0,dn12,pkg52,82,False,74.0,37.78929,-122.426797,37.767935440204965,-122.39906046186756
,82.0,dn8,pkg58,82.0,True,89.0,37.718779,-122.462401,37.71456495583906,-122.46893730778766
,84.0,dn6,pkg54,84,False,72.0,37.751751,-122.410654,37.75179042367835,-122.39567619631337
,85.0,dn3,pkg59,85.0,True,94.0,37.774524,-122.473656,37.738017176934854,-122.44162418719968
,85.0,dn9,pkg60,85.0,True,93.0,37.718779,-122.462401,37.75893565324974,-122.44213299789021
,86.0,dn1,pkg61,86.0,True,96.0,37.774524,-122.473656,37.746549644824654,-122.48796375835686
,89.0,dn14,pkg62,89.0,True,95.0,37.739611,-122.492203,37.76616125537059,-122.47803031281691
,92.0,dn7,pkg64,92,True,96.0,37.718779,-122.462401,37.76030686427518,-122.48280560473057
