trial,timestep,drone_id,pkg_id,actual_delivery_time,on_time,deadline,depot_lat,depot_lon,delivery_lat,delivery_lon
,90.0,dn5,pkg60,90.0,True,98.0,37.751751,-122.410654,37.76320165380109,-122.417037455563
,92.0,dn1,pkg61,92,True,101.0,37.774524,-122.473656,37.74481665262623,-122.47641060639963
,93.0,dn2,pkg62,93.0,True,100.0,37.774524,-122.473656,37.77511628588752,-122.4659393812703
,94.0,dn14,pkg63,94.0,True,99.0,37.739611,-122.492203,37.71364435525653,-122.45903950149436
,94.0,dn3,pkg64,94.0,True,104.0,37.774524,-122.473656,37.77920217517867,-122.48588081011668
,97.0,dn7,pkg67,97.0,True,104.0,37.718779,-122.462401,37.71528745749254,-122.44085305853518
,100.0,dn13,pkg65,100.0,True,107.0,37.739611,-122.492203,37.71392731287178,-122.48683302095937
,5.0,dn13,pkg18,5.0,True,13.0,37.739611,-122.492203,37.75121832758545,-122.47853994081507
,5.0,dn14,pkg13,5.0,True,12.0,37.739611,-122.492203,37.76368446964274,-122.4832458735427
,6.0,dn7,pkg10,6.0,True,11.0,37.718779,-122.462401,37.724594815142794,-122.44357197513791
,6.0,dn3,pkg6,6.0,True,12.0,37.774524,-122.473656,37.75541639516789,-122.48324834592665
,7.0,dn11,pkg20,7.0,True,16.0,37.78929,-122.426797,37.7920425403849,-122.41276705373608
,7.0,dn12,pkg21,7.0,True,16.0,37.78929,-122.426797,37.78302290235924,-122.44150887091676
,9.0,dn4,pkg19,9.0,True,18.0,37.751751,-122.410654,37.73388238740322,-122.40513510154638
,9.0,dn6,pkg9,9,True,15.0,37.751751,-122.410654,37.775820237078904,-122.40215198021181
,9.0,dn10,pkg2,9,True,11.0,37.78929,-122.426797,37.788388436727004,-122.45254127020614
,10.0,dn15,pkg12,10,True,10.0,37.739611,-122.492203,37.717130727950206,-122.45446625346658
,10.0,dn1,pkg8,10.0,True,15.0,37.774524,-122.473656,37.78369131760152,-122.47307725344646
,10.0,dn2,pkg17,10.0,True,17.0,37.774524,-122.473656,37.77654648432146,-122.49455759585936
,10.0,dn8,pkg11,10.0,True,19.0,37.718779,-122.462401,37.73862621078192,-122.46350065866118
,10.0,dn9,pkg3,10.0,True,19.0,37.718779,-122.462401,37.72667017527206,-122.4895139347794
,12.0,dn13,pkg16,12,True,18.0,37.739611,-122.492203,37.715960114687014,-122.47262713454117
,13.0,dn14,pkg22,13,True,15.0,37.739611,-122.492203,37.73860275598593,-122.4703456409186
,14.0,dn5,pkg14,14,True,14.0,37.751751,-122.410654,37.78789963259269,-122.39623223182899
,14.0,dn1,pkg23,14,True,15.0,37.774524,-122.473656,37.77554871415214,-122.47718369096921
,15.0,dn11,pkg24,15,True,22.0,37.78929,-122.426797,37.78393203383659,-122.47295934333789
,16.0,dn3,pkg7,16,False,15.0,37.774524,-122.473656,37.778201393102506,-122.44690143310719
,16.0,dn7,pkg27,16,True,20.0,37.718779,-122.462401,37.73589401889916,-122.42463911961494
,18.0,dn4,pkg15,18,False,15.0,37.751751,-122.410654,37.71550101227433,-122.42750464777849
,18.0,dn2,pkg25,18,True,25.0,37.774524,-122.473656,37.7869438768449,-122.48722752220255
,23.0,dn1,pkg29,23.0,True,31.0,37.774524,-122.473656,37.78916976067667,-122.46543605935491
,24.0,dn12,pkg28,24,False,23.0,37.78929,-122.426797,37.77763910300944,-122.4553782947611
,24.0,dn6,pkg30,24,True,29.0,37.751751,-122.410654,37.769363764786355,-122.43039504205447
,25.0,dn8,pkg26,25,False,23.0,37.718779,-122.462401,37.752935700786296,-122.42532230494542
,25.0,dn10,pkg31,25.0,True,32.0,37.78929,-122.426797,37.76921173467998,-122.42999434094827
,26.0,dn15,pkg32,26.0,True,35.0,37.739611,-122.492203,37.7360113576398,-122.48217415187914
,31.0,dn7,pkg33,31.0,True,36.0,37.718779,-122.462401,37.72499889062993,-122.49790039278736
,32.0,dn11,pkg34,32.0,True,39.0,37.78929,-122.426797,37.79496598035244,-122.41951240111312
,34.0,dn5,pkg36,34,True,41.0,37.751751,-122.410654,37.7692682089294,-122.41817687145118
,35.0,dn4,pkg35,35,True,41.0,37.751751,-122.410654,37.77083623544465,-122.44871323733612
,39.0,dn3,pkg40,39,True,49.0,37.774524,-122.473656,37.77968600999449,-122.50331593547074
,41.0,dn11,pkg41,41,True,46.0,37.78929,-122.426797,37.765110026133016,-122.43992778465534
,42.0,dn2,pkg37,42,True,47.0,37.774524,-122.473656,37.74118342757039,-122.44592495292036
,42.0,dn9,pkg38,42,True,44.0,37.718779,-122.462401,37.743040943883365,-122.4170872479857
,44.0,dn6,pkg39,44,True,47.0,37.751751,-122.410654,37.792709079642705,-122.42127615090048
,47.0,dn1,pkg43,47.0,True,53.0,37.774524,-122.473656,37.781111523727034,-122.45183876339163
,47.0,dn13,pkg42,47,True,54.0,37.739611,-122.492203,37.754282908749325,-122.46789912199722
,49.0,dn14,pkg44,49,True,57.0,37.739611,-122.492203,37.76604861437525,-122.48620746305355
,52.0,dn7,pkg46,52,True,59.0,37.718779,-122.462401,37.70707471752439,-122.45389575798029
,54.0,dn11,pkg48,54.0,True,62.0,37.78929,-122.426797,37.79571300584014,-122.43472493074704
,55.0,dn10,pkg45,55.0,True,64.0,37.78929,-122.426797,37.79279060688993,-122.43982629043353
,56.0,dn8,pkg47,56.0,True,65.0,37.718779,-122.462401,37.711646906591774,-122.40940319217668
,61.0,dn1,pkg49,61.0,True,69.0,37.774524,-122.473656,37.75764536826716,-122.45048964225825
,62.0,dn2,pkg50,62.0,True,71.0,37.774524,-122.473656,37.764671744802655,-122.46210275475744
,70.0,dn7,pkg51,70.0,True,78.0,37.718779,-122.462401,37.73184218620475,-122.48904506651716
,80.0,dn13,pkg52,80,True,84.0,37.739611,-122.492203,37.74156263401135,-122.470540677982
,84.0,dn1,pkg53,84.0,True,90.0,37.774524,-122.473656,37.79472175530551,-122.48703556911491
,85.0,dn2,pkg54,85.0,True,90.0,37.774524,-122.473656,37.777455487256745,-122.49224654079038
,85.0,dn7,pkg55,85.0,True,92.0,37.718779,-122.462401,37.737830686752076,-122.47129331306357
,94.0,dn14,pkg56,94.0,True,99.0,37.739611,-122.492203,37.73452746365627,-122.50399289509662
,94.0,dn15,pkg57,94.0,True,104.0,37.739611,-122.492203,37.77459937928835,-122.46565685244582
,94.0,dn2,pkg59,94,True,99.0,37.774524,-122.473656,37.79383845250479,-122.44737128044419
,99.0,dn7,pkg58,99,True,106.0,37.718779,-122.462401,37.74478347107244,-122.46616452304461
,6.0,dn6,pkg10,6.0,True,16.0,37.751751,-122.410654,37.76505877091386,-122.40192985879438
,6.0,dn14,pkg11,6,True,12.0,37.739611,-122.492203,37.782695949129,-122.48635915821478
,6.0,dn1,pkg2,6,True,14.0,37.774524,-122.473656,37.7877282240052,-122.45259122153503
,6.0,dn10,pkg19,6.0,True,13.0,37.78929,-122.426797,37.79042024156559,-122.43657943748646
,7.0,dn12,pkg3,7.0,True,12.0,37.78929,-122.426797,37.77657077465778,-122.43005014469053
,7.0,dn15,pkg4,7,True,14.0,37.739611,-122.492203,37.758926328522705,-122.48667793414067
,8.0,dn8,pkg7,8,True,15.0,37.718779,-122.462401,37.7248071582717,-122.43502211006583
,8.0,dn2,pkg23,8.0,True,17.0,37.774524,-122.473656,37.77327451838973,-122.49555486895788
,8.0,dn11,pkg16,8,True,17.0,37.78929,-122.426797,37.791218359246244,-122.40890675748244
,9.0,dn4,pkg20,9.0,True,19.0,37.751751,-122.410654,37.73828081910835,-122.43829357143005
,9.0,dn7,pkg17,9.0,True,19.0,37.718779,-122.462401,37.70792007046602,-122.49183001109884
,9.0,dn9,pkg6,9.0,True,16.0,37.718779,-122.462401,37.75189764559823,-122.46840845761074
,9.0,dn3,pkg15,9,True,18.0,37.774524,-122.473656,37.750643309507815,-122.48133547611474
,11.0,dn5,pkg22,11,True,13.0,37.751751,-122.410654,37.7165024559121,-122.41196889238756
,12.0,dn12,pkg9,12,True,17.0,37.78929,-122.426797,37.796252416522854,-122.43100758154591
,13.0,dn13,pkg5,13,True,17.0,37.739611,-122.492203,37.76825694905871,-122.46961231612636
,16.0,dn14,pkg21,16,True,18.0,37.739611,-122.492203,37.73224553181342,-122.50300620506229
,16.0,dn9,pkg1,16,True,18.0,37.718779,-122.462401,37.73139653800782,-122.44925008633123
,19.0,dn2,pkg26,19,True,20.0,37.774524,-122.473656,37.78540582383669,-122.42354366511968
,20.0,dn6,pkg8,20,False,15.0,37.751751,-122.410654,37.72067958770652,-122.40768177912389
,20.0,dn1,pkg13,20,False,19.0,37.774524,-122.473656,37.78616213555246,-122.50107405045236
,20.0,dn4,pkg29,20,True,27.0,37.751751,-122.410654,37.738538255305905,-122.41005112758916
,21.0,dn7,pkg25,21,True,22.0,37.718779,-122.462401,37.73239130293199,-122.44418472708611
,21.0,dn11,pkg27,21,True,27.0,37.78929,-122.426797,37.78405289975047,-122.39888865852708
,22.0,dn10,pkg24,22,False,17.0,37.78929,-122.426797,37.770015559797635,-122.4725806102061
,22.0,dn15,pkg28,22,True,25.0,37.739611,-122.492203,37.76749733332338,-122.49230826769782
,25.0,dn12,pkg14,25,False,15.0,37.78929,-122.426797,37.775845332935035,-122.47610768849907
,25.0,dn8,pkg31,25.0,True,32.0,37.718779,-122.462401,37.71950389873682,-122.49978100490581
,25.0,dn3,pkg30,25.0,True,31.0,37.774524,-122.473656,37.77122082911274,-122.5032724631764
,30.0,dn14,pkg33,30.0,True,37.0,37.739611,-122.492203,37.74049433983892,-122.4503633007614
,30.0,dn2,pkg36,30,True,40.0,37.774524,-122.473656,37.78722935924753,-122.4837938781217
,31.0,dn11,pkg34,31.0,True,39.0,37.78929,-122.426797,37.7812981125437,-122.41521603298149
,32.0,dn5,pkg32,32,True,37.0,37.751751,-122.410654,37.779539452928695,-122.41569479445704
,34.0,dn4,pkg35,34,True,37.0,37.751751,-122.410654,37.77829748553904,-122.45676349545637
,35.0,dn6,pkg39,35.0,True,44.0,37.751751,-122.410654,37.740314586778965,-122.40620507295043
,37.0,dn1,pkg40,37,True,47.0,37.774524,-122.473656,37.772155581426844,-122.50142183596508
,38.0,dn13,pkg37,38,True,39.0,37.739611,-122.492203,37.778041600704384,-122.49898359148456
,38.0,dn7,pkg38,38,True,41.0,37.718779,-122.462401,37.74507858261452,-122.41979477751003
,47.0,dn9,pkg42,47.0,True,57.0,37.718779,-122.462401,37.71102707442555,-122.46500585877844
,47.0,dn3,pkg44,47,True,56.0,37.774524,-122.473656,37.739244732856285,-122.48263654576957
,50.0,dn2,pkg41,50,True,52.0,37.774524,-122.473656,37.76690890827498,-122.42660024442003
,52.0,dn8,pkg43,52,False,51.0,37.718779,-122.462401,37.75951224116876,-122.4453073782951
,53.0,dn15,pkg46,53.0,True,61.0,37.739611,-122.492203,37.70852387261939,-122.48626201905105
,55.0,dn1,pkg45,55,True,61.0,37.774524,-122.473656,37.7415377020775,-122.46921883074735
,56.0,dn5,pkg48,56.0,True,66.0,37.751751,-122.410654,37.75388996852184,-122.43053173426003
,57.0,dn4,pkg47,57,True,60.0,37.751751,-122.410654,37.72778189317142,-122.41744474001679
,59.0,dn6,pkg49,59,True,64.0,37.751751,-122.410654,37.78409797080757,-122.41178466137981
,59.0,dn10,pkg50,59.0,True,69.0,37.78929,-122.426797,37.79308471214306,-122.42394173245829
,62.0,dn7,pkg51,62.0,True,71.0,37.718779,-122.462401,37.71947197125931,-122.49624883987288
,67.0,dn3,pkg52,67,True,71.0,37.774524,-122.473656,37.75156677556967,-122.44560883334711
,68.0,dn9,pkg53,68.0,True,77.0,37.718779,-122.462401,37.73695094961636,-122.44917270196547
,71.0,dn10,pkg54,71,True,78.0,37.78929,-122.426797,37.77227302392152,-122.46139259022108
,73.0,dn4,pkg55,73.0,True,82.0,37.751751,-122.410654,37.76792503616746,-122.39624199719194
,74.0,dn7,pkg56,74,True,80.0,37.718779,-122.462401,37.72568462518432,-122.47649862735935
,78.0,dn1,pkg58,78.0,True,87.0,37.774524,-122.473656,37.77546786803996,-122.48744136905663
,79.0,dn5,pkg57,79,True,87.0,37.751751,-122.410654,37.73215618128259,-122.4044094635314
,81.0,dn14,pkg59,81,True,87.0,37.739611,-122.492203,37.72179710793459,-122.45657663381459
,84.0,dn10,pkg61,84.0,True,92.0,37.78929,-122.426797,37.78454512827773,-122.4315047928307
,86.0,dn8,pkg60,86.0,True,91.0,37.718779,-122.462401,37.71426779551289,-122.46401872632428
,86.0,dn11,pkg62,86.0,True,92.0,37.78929,-122.426797,37.7899594895109,-122.42663757722624
,91.0,dn1,pkg63,91.0,True,100.0,37.774524,-122.473656,37.796287737741196,-122.4780121026546
,91.0,dn12,pkg64,91,True,97.0,37.78929,-122.426797,37.773722763755636,-122.39755844969372
,92.0,dn7,pkg66,92,True,96.0,37.718779,-122.462401,37.73326662434974,-122.47278226678769
,98.0,dn4,pkg65,98,True,103.0,37.751751,-122.410654,37.71463911185045,-122.40477111424227
,100.0,dn14,pkg67,100.0,True,105.0,37.739611,-122.492203,37.72384553959739,-122.45455925109741
,6.0,dn7,pkg15,6,True,15.0,37.718779,-122.462401,37.72213548070758,-122.48254899552683
,7.0,dn3,pkg2,7.0,True,14.0,37.774524,-122.473656,37.76374269861512,-122.45550893192012
,7.0,dn10,pkg17,7.0,True,12.0,37.78929,-122.426797,37.77125125269121,-122.42278706885924
,7.0,dn14,pkg7,7,True,16.0,37.739611,-122.492203,37.753951632223796,-122.46335019313733
,8.0,dn8,pkg1,8,True,15.0,37.718779,-122.462401,37.71857550489382,-122.42660522080303
,9.0,dn1,pkg16,9,True,12.0,37.774524,-122.473656,37.73589644116699,-122.48982623237713
,9.0,dn12,pkg4,9.0,True,18.0,37.78929,-122.426797,37.79336810177754,-122.4256547291962
,9.0,dn4,pkg11,9,True,14.0,37.751751,-122.410654,37.72961393854099,-122.41737961296475
,9.0,dn6,pkg19,9.0,True,14.0,37.751751,-122.410654,37.7237558121869,-122.4004055620867
,9.0,dn13,pkg21,9.0,True,14.0,37.739611,-122.492203,37.7438246435275,-122.48533929785538
,10.0,dn15,pkg13,10,True,20.0,37.739611,-122.492203,37.724490156307574,-122.46069480966561
,11.0,dn3,pkg6,11,True,15.0,37.774524,-122.473656,37.76571372724769,-122.46338572864732
,12.0,dn5,pkg20,12,True,14.0,37.751751,-122.410654,37.722155868952775,-122.40947117082275
,14.0,dn2,pkg14,14,False,13.0,37.774524,-122.473656,37.73632388372265,-122.44843685555588
,14.0,dn7,pkg24,14,True,18.0,37.718779,-122.462401,37.72964283158387,-122.45255364061234
,15.0,dn12,pkg23,15,True,23.0,37.78929,-122.426797,37.77629306733192,-122.39545881913011
,15.0,dn10,pkg8,15,True,15.0,37.78929,-122.426797,37.77097477288064,-122.46208315895043
,15.0,dn13,pkg18,15,False,14.0,37.739611,-122.492203,37.73161492730455,-122.49661625593629
,16.0,dn9,pkg10,16,False,12.0,37.718779,-122.462401,37.72653073558682,-122.4125714219292
,16.0,dn14,pkg25,16,True,21.0,37.739611,-122.492203,37.73284629582223,-122.47593508488113
,17.0,dn11,pkg9,17,False,14.0,37.78929,-122.426797,37.75013561748317,-122.45110197109872
,18.0,dn3,pkg5,18,False,16.0,37.774524,-122.473656,37.73483625213567,-122.44891711684213
,20.0,dn7,pkg28,20,True,28.0,37.718779,-122.462401,37.70749922844952,-122.46613980210292
